10 0 8 0 28 	6164.0743060	0.0660084	1
10 0 8 0 25 	6099.2177230	0.0440091	1
10 0 8 0 24 	6079.1971025	0.0410084	1
10 0 8 0 23 	6059.9763848	0.0410072	1
10 0 8 0 20 	6007.1160787	0.0390060	1
10 0 8 0 19 	5991.0971827	0.0390048	1
10 0 8 0 17 	5961.4589407	0.0390024	1
10 0 8 0 16 	5947.8404007	0.0390012	1
10 0 8 0 15 	5935.0227717	0.0390000	1
10 0 8 0 14 	5923.0056254	0.0610012	1
10 0 8 0 13 	5911.7898757	0.0360000	1
10 0 8 0 12 	5901.3745678	0.0640012	1
10 0 8 0 11 	5891.7598925	0.0120000	2
10 0 8 0 10 	5882.9478007	0.0670012	1
10 0 8 0 8 	5867.7239629	0.0690012	2
10 0 8 0 7 	5861.3115755	0.0080000	2
10 0 8 0 6 	5855.7041992	0.0710012	2
10 0 8 0 5 	5850.8950893	0.0060000	2
10 0 8 0 4 	5846.8892500	0.0730012	1
10 0 8 0 3 	5843.6838025	0.0060000	1
10 0 8 0 2 	5841.2812699	0.0842012	1
10 0 8 0 9 	5874.9335947	0.0100000	1
10 0 6 0 22 	6119.1968217	0.0390084	1
10 0 6 0 21 	6101.6225767	0.0390072	1
10 0 6 0 20 	6084.8478467	0.0390060	1
10 0 6 0 19 	6068.8701277	0.0390048	1
10 0 6 0 15 	6012.9363107	0.0390000	1
10 0 6 0 13 	5989.7586107	0.0360000	1
10 0 6 0 12 	5979.3665928	0.0640012	1
12 0 1 0 31 	6964.2499709	0.0797091	1
12 0 1 0 26 	6847.8681708	0.0415084	2
12 0 1 0 25 	6827.2527730	0.0445091	1
12 0 1 0 24 	6807.4305046	0.0395084	2
12 0 1 0 23 	6788.3989617	0.0395072	2
12 0 1 0 22 	6770.1609762	0.0395060	2
12 0 1 0 21 	6752.7155427	0.0395048	2
12 0 1 0 19 	6720.2005147	0.0395024	2
12 0 1 0 18 	6705.1345337	0.0395012	2
12 0 1 0 15 	6664.6827682	0.0365000	2
12 0 1 0 14 	6652.7838341	0.0615012	2
12 0 1 0 12 	6631.3712153	0.0645012	2
12 0 1 0 11 	6621.8510680	0.0125000	2
12 0 1 0 10 	6613.1294087	0.0675012	1
12 0 1 0 9 	6605.1924895	0.0105000	2
12 0 1 0 7 	6591.7086387	0.0105000	1
12 0 1 0 6 	6586.1568947	0.0715012	2
12 0 1 0 5 	6581.3940683	0.0065000	2
12 0 1 0 4 	6577.4281860	0.0735012	1
12 0 1 0 2 	6571.8756465	0.0847012	2
12 0 1 0 1 	6570.2858000	0.0015000	2
12 0 1 0 3 	6574.2514000	0.0045000	1
12 0 1 0 8 	6598.0562034	0.0715012	1
12 0 1 0 16 	6677.3745464	0.0615012	1
12 0 1 0 17 	6690.8567687	0.0395000	1
12 0 1 0 20 	6736.0627227	0.0395036	1
12 0 1 0 27 	6869.2768730	0.0445091	1
12 0 1 0 28 	6891.4703520	0.0445084	1
12 0 1 0 34 	7041.2851825	0.0705084	1
12 0 1 0 35 	7069.0248729	0.0817091	1
14 0 3 0 39 	8365.4141964	0.0852091	4
14 0 3 0 38 	8334.6395075	0.0832084	4
14 0 3 0 37 	8304.6607313	0.0832091	4
14 0 3 0 36 	8275.4612255	0.0812084	4
14 0 3 0 35 	8247.0522607	0.0812091	3
14 0 3 0 33 	8192.5982459	0.0812091	2
14 0 3 0 32 	8166.5528961	0.0680084	4
14 0 3 0 30 	8116.8243371	0.0660084	4
14 0 3 0 27 	8048.1955759	0.0440091	4
14 0 3 0 26 	8026.8511135	0.0440084	2
14 0 3 0 24 	7986.5759951	0.0390084	4
14 0 3 0 23 	7967.6254110	0.0390072	4
14 0 3 0 21 	7932.0916457	0.0390072	2
14 0 3 0 19 	7899.7147472	0.0390024	4
14 0 3 0 16 	7857.0695477	0.0390012	2
14 0 3 0 15 	7844.4331562	0.0390000	2
14 0 3 0 14 	7832.5869484	0.0610012	2
14 0 3 0 13 	7821.5292772	0.0360000	2
14 0 3 0 12 	7811.2612498	0.0640012	2
14 0 3 0 11 	7801.7834915	0.0120000	4
14 0 3 0 10 	7793.0970266	0.0670012	4
14 0 3 0 9 	7785.1972070	0.0100000	4
14 0 3 0 8 	7778.0882166	0.0690012	4
14 0 3 0 7 	7771.7676237	0.0100000	2
14 0 3 0 6 	7766.2410874	0.0710012	2
14 0 3 0 3 	7754.3884612	0.0040000	4
14 0 3 0 2 	7752.0214915	0.0842012	4
14 0 3 0 1 	7750.4379945	0.0040000	2
14 0 3 0 0 	7749.6500832	0.0862012	2
14 0 3 0 4 	7757.5510634	0.0842012	2
14 0 3 0 5 	7761.4990905	0.0060000	2
14 0 3 0 17 	7870.4960517	0.0390000	2
14 0 3 0 22 	7949.4639307	0.0390060	2
14 0 3 0 45 	8566.5542076	0.1102091	2
14 0 3 0 25 	8006.3164368	0.0410072	2
14 0 3 0 43 	8496.3608249	0.1092091	2
14 0 3 0 28 	8070.2374695	0.0440084	2
14 0 3 0 40 	8396.9665599	0.0852084	2
14 0 3 0 29 	8093.1394218	0.0460091	2
14 0 3 0 31 	8141.2934059	0.0572091	2
14 0 9 0 22 	8220.9308027	0.0390060	1
14 0 9 0 23 	8239.1344297	0.0390072	1
14 0 9 0 24 	8258.1283797	0.0390084	1
14 0 9 0 25 	8277.9129638	0.0410072	1
14 0 9 0 26 	8298.4903295	0.0410084	1

