-0.7911543258	0.000003335640952	0	0	1	0	1	0	0	1	0	0	52KiTo.01
22.13844569	0.0000006671281904	0	0	1	0	28	0	0	1	0	27	97MoFaTaYa.1
2412.29589	0.01	4	0	3	0	1	0	0	1	0	0	91Toth.1
2413.08329	0.01	4	0	3	0	2	0	0	1	0	1	91Toth.2
2414.65206	0.01	4	0	3	0	4	0	0	1	0	3	91Toth.3
2415.43324	0.01	4	0	3	0	5	0	0	1	0	4	91Toth.4
2416.21274	0.01	4	0	3	0	6	0	0	1	0	5	91Toth.5
2416.99014	0.01	4	0	3	0	7	0	0	1	0	6	91Toth.6
2417.76566	0.01	4	0	3	0	8	0	0	1	0	7	91Toth.7
2418.5392	0.01	4	0	3	0	9	0	0	1	0	8	91Toth.8
2419.31044	0.01	4	0	3	0	10	0	0	1	0	9	91Toth.9
2420.07989	0.01	4	0	3	0	11	0	0	1	0	10	91Toth.10
2420.8468	0.01	4	0	3	0	12	0	0	1	0	11	91Toth.11
2421.61249	0.01	4	0	3	0	13	0	0	1	0	12	91Toth.12
2423.13659	0.01	4	0	3	0	15	0	0	1	0	14	91Toth.13
2423.89566	0.01	4	0	3	0	16	0	0	1	0	15	91Toth.14
2426.15949	0.01	4	0	3	0	19	0	0	1	0	18	91Toth.15
2426.90976	0.01	4	0	3	0	20	0	0	1	0	19	91Toth.16
2428.40334	0.01	4	0	3	0	22	0	0	1	0	21	91Toth.17
2431.36307	0.01	4	0	3	0	26	0	0	1	0	25	91Toth.18
2432.82844	0.01	4	0	3	0	28	0	0	1	0	27	91Toth.19
2433.55748	0.01	4	0	3	0	29	0	0	1	0	28	91Toth.20
2435.0082	0.01	4	0	3	0	31	0	0	1	0	30	91Toth.21
2435.72964	0.01	4	0	3	0	32	0	0	1	0	31	91Toth.22
2437.1645	0.01	4	0	3	0	34	0	0	1	0	33	91Toth.23
2437.8779	0.01	4	0	3	0	35	0	0	1	0	34	91Toth.24
2438.5889	0.01	4	0	3	0	36	0	0	1	0	35	91Toth.25
2439.29739	0.01	4	0	3	0	37	0	0	1	0	36	91Toth.26
2440.0026	0.01	4	0	3	0	38	0	0	1	0	37	91Toth.27
2442.10128	0.01	4	0	3	0	41	0	0	1	0	40	91Toth.28
2443.48586	0.01	4	0	3	0	43	0	0	1	0	42	91Toth.29
2444.17354	0.01	4	0	3	0	44	0	0	1	0	43	91Toth.30
