13.823576	0.0000012	0	0	1	0	17	0	0	1	0	16	76AnBuKaKr.01
14.636309	0.0000012	0	0	1	0	18	0	0	1	0	17	76AnBuKaKr.02
15.448969	0.0000012	0	0	1	0	19	0	0	1	0	18	76AnBuKaKr.03
16.261553	0.0000012	0	0	1	0	20	0	0	1	0	19	76AnBuKaKr.04
17.074057	0.0000012	0	0	1	0	21	0	0	1	0	20	76AnBuKaKr.05
17.886477	0.0000012	0	0	1	0	22	0	0	1	0	21	76AnBuKaKr.06
18.698810	0.0000012	0	0	1	0	23	0	0	1	0	22	76AnBuKaKr.07
21.947179	0.0000007	0	0	1	0	27	0	0	1	0	26	97MoFaTaYa.01
1129.433340	0.0056000	2	0	1	0	40	0	0	1	0	41	86Toth.59
1130.192100	0.0056000	2	0	1	0	39	0	0	1	0	40	86Toth.60
1134.761730	0.0056000	2	0	1	0	33	0	0	1	0	34	86Toth.61
1135.527320	0.0056000	2	0	1	0	32	0	0	1	0	33	86Toth.62
1140.142000	0.0056000	2	0	1	0	26	0	0	1	0	27	86Toth.63
1141.690030	0.0056000	2	0	1	0	24	0	0	1	0	25	86Toth.64
1143.243600	0.0056000	2	0	1	0	22	0	0	1	0	23	86Toth.65
1144.022480	0.0056000	2	0	1	0	21	0	0	1	0	22	86Toth.66
1144.802710	0.0056000	2	0	1	0	20	0	0	1	0	21	86Toth.67
1145.584560	0.0056000	2	0	1	0	19	0	0	1	0	20	86Toth.68
1146.367720	0.0056000	2	0	1	0	18	0	0	1	0	19	86Toth.69
1149.515400	0.0056000	2	0	1	0	14	0	0	1	0	15	86Toth.70
1151.892510	0.0056000	2	0	1	0	11	0	0	1	0	12	86Toth.71
1152.688000	0.0056000	2	0	1	0	10	0	0	1	0	11	86Toth.72
1155.083950	0.0056000	2	0	1	0	7	0	0	1	0	8	86Toth.73
1155.886060	0.0056000	2	0	1	0	6	0	0	1	0	7	86Toth.74
1156.689650	0.0056000	2	0	1	0	5	0	0	1	0	6	86Toth.75
1163.176600	0.0056000	2	0	1	0	2	0	0	1	0	1	86Toth.76
1164.814870	0.0056000	2	0	1	0	4	0	0	1	0	3	86Toth.77
1168.109820	0.0056000	2	0	1	0	8	0	0	1	0	7	86Toth.78
1168.937370	0.0056000	2	0	1	0	9	0	0	1	0	8	86Toth.79
1170.597360	0.0056000	2	0	1	0	11	0	0	1	0	10	86Toth.80
1173.098360	0.0056000	2	0	1	0	14	0	0	1	0	13	86Toth.81
1175.612440	0.0056000	2	0	1	0	17	0	0	1	0	16	86Toth.82
1176.453300	0.0056000	2	0	1	0	18	0	0	1	0	17	86Toth.83
1177.295200	0.0056000	2	0	1	0	19	0	0	1	0	18	86Toth.84
1178.983150	0.0056000	2	0	1	0	21	0	0	1	0	20	86Toth.85
1179.828900	0.0056000	2	0	1	0	22	0	0	1	0	21	86Toth.86
1180.676000	0.0056000	2	0	1	0	23	0	0	1	0	22	86Toth.87
1181.524320	0.0056000	2	0	1	0	24	0	0	1	0	23	86Toth.88
1182.373820	0.0056000	2	0	1	0	25	0	0	1	0	24	86Toth.89
1201.269280	0.0056000	2	0	1	0	47	0	0	1	0	46	86Toth.90
1202.998490	0.0056000	2	0	1	0	49	0	0	1	0	48	86Toth.91
1205.405900	0.0056000	2	0	2	0	64	0	0	1	0	65	86Toth.01
